,assembly,organism_name,group,taxid,total_gene_number
355,GCF_019176455.1,Solea_senegalensis,vertebrate_other,28829,23383
356,GCF_902362185.1,Chanos_chanos,vertebrate_other,29144,23173
357,GCF_963692335.1,Osmerus_eperlanus,vertebrate_other,29151,23565
358,GCF_014858855.1,Bufo_gargarizans,vertebrate_other,30331,22033
359,GCF_019238085.1,Lagopus_leucura,vertebrate_other,30410,15998
360,GCF_000692075.1,Opisthocomus_hoazin,vertebrate_other,30419,13333
361,GCF_027477595.1,Haemorhous_mexicanus,vertebrate_other,30427,16679
362,GCF_000690835.1,Fulmarus_glacialis,vertebrate_other,30455,15108
363,GCF_003342845.1,Nothoprocta_perdicaria,vertebrate_other,30464,15074
364,GCF_002922805.2,Oryzias_melastigma,vertebrate_other,30732,23519
365,GCF_901000725.2,Takifugu_rubripes,vertebrate_other,31033,22077
366,GCF_013100865.1,Trachemys_scripta_elegans,vertebrate_other,31138,18662
367,GCF_001444195.1,Xiphophorus_couchianus,vertebrate_other,32473,22784
368,GCF_000239395.1,Neolamprologus_brichardi,vertebrate_other,32507,23927
369,GCF_019740435.1,Gambusia_affinis,vertebrate_other,33528,23148
370,GCF_032191515.1,Phaenicophaeus_curvirostris,vertebrate_other,33595,16797
371,GCF_018139145.2,Gymnogyps_californianus,vertebrate_other,33616,15144
372,GCF_018492685.1,Alosa_sapidissima,vertebrate_other,34773,25730
373,GCF_004916995.1,Morone_saxatilis,vertebrate_other,34816,21640
374,GCF_009769535.1,Thamnophis_elegans,vertebrate_other,35005,18900
375,GCF_001077635.1,Thamnophis_sirtalis,vertebrate_other,35019,18565
376,GCF_028554395.1,Pezoporus_wallicus,vertebrate_other,35540,16257
377,GCF_004010195.1,Chiloscyllium_plagiosum,vertebrate_other,36176,19916
378,GCF_000687375.1,Pelecanus_crispus,vertebrate_other,36300,15254
379,GCF_001649575.2,Kryptolebias_marmoratus,vertebrate_other,37003,22200
380,GCF_030936135.1,Gavia_stellata,vertebrate_other,37040,16399
381,GCF_000455745.1,Alligator_sinensis,vertebrate_other,38654,19129
382,GCF_037176765.1,Anolis_sagrei,vertebrate_other,38937,20130
383,GCF_041296385.1,Aphelocoma_coerulescens,vertebrate_other,39617,17513
384,GCF_020745825.1,Agelaius_phoeniceus,vertebrate_other,39638,16104
385,GCF_005870125.1,Lonchura_striata,vertebrate_other,40157,15577
386,GCF_028551555.1,Melozone_crissalis,vertebrate_other,40204,16281
387,GCF_902827165.1,Trematomus_bernacchii,vertebrate_other,40690,25524
388,GCF_002260705.1,Seriola_dumerili,vertebrate_other,41447,22018
389,GCF_015220715.1,Pygocentrus_nattereri,vertebrate_other,42514,25548
390,GCF_904425465.1,Colossoma_macropomum,vertebrate_other,42526,26670
391,GCF_023856365.1,Brienomyrus_brachyistius,vertebrate_other,42636,25637
392,GCF_015227805.2,Hirundo_rustica,vertebrate_other,43150,15517
393,GCF_900408965.1,Simochromis_diagramma,vertebrate_other,43689,26330
394,GCF_001952655.1,Monopterus_albus,vertebrate_other,43700,21356
395,GCF_000385455.1,Zonotrichia_albicollis,vertebrate_other,44394,14377
396,GCF_028018845.1,Melospiza_georgiana,vertebrate_other,44398,15448
397,GCF_013358895.1,Oreochromis_aureus,vertebrate_other,47969,27686
398,GCF_009819655.1,Sylvia_atricapilla,vertebrate_other,48155,15521
399,GCF_022458985.1,Mugil_cephalus,vertebrate_other,48193,23232
400,GCF_013368605.1,Nyctibius_grandis,vertebrate_other,48427,15872
401,GCF_000485575.1,Poecilia_formosa,vertebrate_other,48698,25338
402,GCF_001443285.1,Poecilia_latipinna,vertebrate_other,48699,25059
403,GCF_001443325.1,Poecilia_mexicana,vertebrate_other,48701,25189
404,GCF_036417665.1,Passer_domesticus,vertebrate_other,48849,18191
405,GCF_000277835.1,Geospiza_fortis,vertebrate_other,48883,14525
406,GCF_030490865.1,Poecile_atricapillus,vertebrate_other,48891,17743
407,GCF_000708025.1,Charadrius_vociferus,vertebrate_other,50402,14465
408,GCF_024679245.1,Pseudorasbora_parva,vertebrate_other,51549,26297
409,GCF_035149785.1,Candoia_aspera,vertebrate_other,51853,18397
410,GCF_902827115.2,Pseudochaenichthys_georgianus,vertebrate_other,52239,23496
411,GCF_000737465.1,Haliaeetus_leucocephalus,vertebrate_other,52644,15212
412,GCF_001266775.1,Austrofundulus_limnaeus,vertebrate_other,52670,23805
413,GCF_022379125.1,Scophthalmus_maximus,vertebrate_other,52904,21619
414,GCF_008692095.1,Etheostoma_spectabile,vertebrate_other,54343,22341
415,GCF_000695765.1,Mesitornis_unicolor,vertebrate_other,54374,15561
416,GCF_000690535.1,Cariama_cristata,vertebrate_other,54380,14999
417,GCF_000690775.1,Eurypyga_helias,vertebrate_other,54383,14721
418,GCF_044704955.1,Pristiophorus_japonicus,vertebrate_other,55135,22273
419,GCF_016835505.1,Polypterus_senegalus,vertebrate_other,55291,21953
420,GCF_017976375.1,Cuculus_canorus,vertebrate_other,55661,16774
421,GCF_018691265.1,Tyto_alba,vertebrate_other,56313,16229
422,GCF_900634415.1,Cottoperca_gobio,vertebrate_other,56716,21272
423,GCF_963930695.1,Labrus_bergylta,vertebrate_other,56723,23510
424,GCF_036324505.1,Eleginops_maclovinus,vertebrate_other,56733,22649
425,GCF_035609145.1,Eleutherodactylus_coqui,vertebrate_other,57060,21776
426,GCF_000695815.1,Acanthisitta_chloris,vertebrate_other,57068,15052
427,GCF_000703405.1,Apaloderma_vittatum,vertebrate_other,57397,14307
428,GCF_028858725.1,Colius_striatus,vertebrate_other,57412,15621
429,GCF_000691845.1,Merops_nubicus,vertebrate_other,57421,14559
430,GCF_020615455.1,Coregonus_clupeaformis,vertebrate_other,59861,42433
431,GCF_000247815.1,Ficedula_albicollis,vertebrate_other,59894,15400
432,GCF_004798865.1,Varanus_komodoensis,vertebrate_other,61221,17968
433,GCF_007364275.1,Archocentrus_centrarchus,vertebrate_other,63155,25253
434,GCF_900324465.2,Anabas_testudineus,vertebrate_other,64144,23846
435,GCF_004329235.1,Podarcis_muralis,vertebrate_other,64176,21258
436,GCF_023343835.1,Lagopus_muta,vertebrate_other,64668,16078
437,GCF_027172205.1,Podarcis_raffonei,vertebrate_other,65483,20895
438,GCF_023375685.1,Ictalurus_furcatus,vertebrate_other,66913,23168
439,GCF_017639235.1,Corvus_kubaryi,vertebrate_other,68294,15471
440,GCF_019703515.2,Myxocyprinus_asiaticus,vertebrate_other,70543,39345
441,GCF_035046505.1,Tiliqua_scincoides,vertebrate_other,71010,18882
442,GCF_015220745.1,Sebastes_umbrosus,vertebrate_other,72105,23881
443,GCF_020497125.1,Mauremys_mutica,vertebrate_other,74926,23281
444,GCF_018296145.1,Oncorhynchus_tshawytscha,vertebrate_other,74940,39464
445,GCF_020382885.2,Scatophagus_argus,vertebrate_other,75038,22632
446,GCF_018812025.1,Megalobrama_amblycephala,vertebrate_other,75352,29877
447,GCF_001515645.1,Sinocyclocheilus_grahami,vertebrate_other,75366,45912
448,GCF_028500815.1,Rissa_tridactyla,vertebrate_other,75485,16534
449,GCF_016077235.1,Cyprinodon_tularosa,vertebrate_other,77115,23979
450,GCF_030144855.1,Hypanus_sabinus,vertebrate_other,79690,22522
451,GCF_009819535.1,Lacerta_agilis,vertebrate_other,80427,20325
452,GCF_031168955.1,Gadus_macrocephalus,vertebrate_other,80720,22223
453,GCF_021347895.1,Acanthochromis_polyacanthus,vertebrate_other,80966,23921
454,GCF_022539595.1,Amphiprion_ocellaris,vertebrate_other,80972,23035
455,GCF_026979565.1,Vidua_chalybeata,vertebrate_other,81927,16658
456,GCF_028017835.1,Emys_orbicularis,vertebrate_other,82168,19783
457,GCF_963514075.1,Conger_conger,vertebrate_other,82655,26618
458,GCF_022985175.1,Labeo_rohita,vertebrate_other,84645,26277
459,GCF_037042795.1,Molothrus_aeneus,vertebrate_other,84833,16194
460,GCF_012460135.2,Molothrus_ater,vertebrate_other,84834,16046
461,GCF_000691975.1,Corvus_brachyrhynchos,vertebrate_other,85066,14927
462,GCF_901933205.1,Camarhynchus_parvulus,vertebrate_other,87175,15747
463,GCF_016545835.1,Crotalus_tigris,vertebrate_other,88082,19653
464,GCF_958295425.1,Solea_solea,vertebrate_other,90069,22383
465,GCF_036934945.1,Oncorhynchus_masou_masou,vertebrate_other,90313,40543
466,GCF_016745375.1,Pimephales_promelas,vertebrate_other,90988,26629
467,GCF_009819885.2,Catharus_ustulatus,vertebrate_other,91951,16929
468,GCF_001577835.2,Coturnix_japonica,vertebrate_other,93934,16026
469,GCF_000705375.1,Tinamus_guttatus,vertebrate_other,94827,15723
470,GCF_001723915.1,Gavialis_gangeticus,vertebrate_other,94835,14315
471,GCF_029215685.1,Pituophis_catenifer_annectens,vertebrate_other,94852,17434
472,GCF_029531705.1,Pantherophis_guttatus,vertebrate_other,94885,20058
473,GCF_000687285.1,Phaethon_lepturus,vertebrate_other,97097,15065
474,GCF_029030835.1,Brachyistius_frenatus,vertebrate_other,100188,21193
475,GCF_022577435.1,Embiotoca_jacksoni,vertebrate_other,100190,22292
476,GCF_000709895.1,Balearica_regulorum_gibbericeps,vertebrate_other,100784,15019
477,GCF_023724105.1,Carassius_gibelio,vertebrate_other,101364,43901
478,GCF_001527695.2,Protobothrops_mucrosquamatus,vertebrate_other,103944,20508
479,GCF_043380555.1,Nothobranchius_furzeri,vertebrate_other,105023,24412
480,GCF_000238955.4,Maylandia_zebra,vertebrate_other,106582,25898
481,GCF_003597395.1,Chelonoidis_abingdonii,vertebrate_other,106734,19976
482,GCF_026119805.1,Tympanuchus_pallidicinctus,vertebrate_other,109042,15563
483,GCF_001891065.2,Hippocampus_comes,vertebrate_other,109280,21184
484,GCF_025434085.1,Hippocampus_zosterae,vertebrate_other,109293,20321
485,GCF_039877785.1,Chaetodon_trifascialis,vertebrate_other,109706,22038
486,GCF_017976325.1,Chelmon_rostratus,vertebrate_other,109905,22040
487,GCF_032444005.1,Ranitomeya_imitator,vertebrate_other,111125,23747
488,GCF_900964775.1,Scleropages_formosus,vertebrate_other,113540,23537
489,GCF_003984885.1,Neopelma_chrysocephalum,vertebrate_other,114329,16903
490,GCF_013368585.1,Megalops_cyprinoides,vertebrate_other,118141,25356
491,GCF_014839835.1,Dryobates_pubescens,vertebrate_other,118200,15338
492,GCF_020085105.1,Siniperca_chuatsi,vertebrate_other,119488,22572
493,GCF_015220075.1,Falco_rusticolus,vertebrate_other,120794,15894
494,GCF_031021105.1,Erythrolamprus_reginae,vertebrate_other,121349,19996
495,GCF_000709365.1,Tauraco_erythrolophus,vertebrate_other,121530,14922
496,GCF_000935625.1,Nanorana_parkeri,vertebrate_other,125878,18958
497,GCF_963662255.1,Cinclus_cinclus,vertebrate_other,127875,16099
498,GCF_000708225.1,Nipponia_nippon,vertebrate_other,128390,15031
499,GCF_033807715.1,Cololabis_saira,vertebrate_other,129043,23923
500,GCF_020740725.1,Corvus_hawaiiensis,vertebrate_other,134902,16414
501,GCF_949316345.1,Pungitius_pungitius,vertebrate_other,134920,22019
502,GCF_021917145.1,Hypomesus_transpacificus,vertebrate_other,137520,21767
503,GCF_000690725.1,Stegastes_partitus,vertebrate_other,144197,22589
504,GCF_001447785.1,Gekko_japonicus,vertebrate_other,146911,19476
505,GCF_021292245.1,Micropterus_dolomieu,vertebrate_other,147949,24663
506,GCF_017639655.2,Falco_naumanni,vertebrate_other,148594,16079
507,GCF_026225935.1,Boleophthalmus_pectinirostris,vertebrate_other,150288,22865
508,GCF_027789765.1,Dendropsophus_ebraccatus,vertebrate_other,150705,22271
509,GCF_025860055.1,Xyrauchen_texanus,vertebrate_other,154827,38655
510,GCF_002901205.1,Cyanistes_caeruleus,vertebrate_other,156563,16519
511,GCF_900634795.4,Betta_splendens,vertebrate_other,158456,22791
512,GCF_036321145.2,Pelmatolapia_mariae,vertebrate_other,158779,25233
513,GCF_033978795.1,Nerophis_ophidion,vertebrate_other,159077,23280
514,GCF_023053635.1,Elgaria_multicarinata_webbii,vertebrate_other,159646,19563
515,GCF_008729295.1,Plectropomus_leopardus,vertebrate_other,160734,25802
516,GCF_030265065.1,Corythoichthys_intestinalis,vertebrate_other,161448,21732
517,GCF_030265055.1,Doryrhamphus_excisus,vertebrate_other,161450,20644
518,GCF_027744805.1,Dunckerocampus_dactyliophorus,vertebrate_other,161453,20539
519,GCF_033978785.1,Entelurus_aequoreus,vertebrate_other,161455,25442
520,GCF_024500385.1,Phyllopteryx_taeniolatus,vertebrate_other,161469,19926
521,GCF_901709675.1,Syngnathus_acus,vertebrate_other,161584,19551
522,GCF_024217435.2,Syngnathus_scovelli,vertebrate_other,161590,19665
523,GCF_033458585.1,Syngnathus_typhle,vertebrate_other,161592,20226
524,GCF_003031625.1,Empidonax_traillii,vertebrate_other,164674,16293
525,GCF_046629955.1,Centroberyx_affinis,vertebrate_other,166261,25122
526,GCF_026898505.1,Centroberyx_gerrardi,vertebrate_other,166262,23421
527,GCF_020745735.1,Hemiscyllium_ocellatum,vertebrate_other,170820,19215
528,GCF_900963305.1,Echeneis_naucrates,vertebrate_other,173247,21288
529,GCF_030028575.1,Malurus_melanocephalus,vertebrate_other,175006,15788
530,GCF_030014155.1,Tachysurus_vachellii,vertebrate_other,175792,22890
531,GCF_014805685.1,Silurus_meridionalis,vertebrate_other,175797,22599
532,GCF_000710305.1,Buceros_rhinoceros_silvestris,vertebrate_other,175836,14401
533,GCF_000696875.1,Nestor_notabilis,vertebrate_other,176057,14740
534,GCF_000186305.1,Python_bivittatus,vertebrate_other,176946,19793
535,GCF_000331425.1,Pseudopodoces_humilis,vertebrate_other,181119,15814
536,GCF_902148845.1,Salarias_fasciatus,vertebrate_other,181472,24392
537,GCF_030273125.1,Centropristis_striata,vertebrate_other,184440,24680
538,GCF_034702125.1,Engraulis_encrasicolus,vertebrate_other,184585,27663
539,GCF_036013445.1,Caloenas_nicobarica,vertebrate_other,187106,17126
540,GCF_000695195.1,Chlamydotis_macqueenii,vertebrate_other,187382,14661
541,GCF_031753505.1,Anomalospiza_imberbis,vertebrate_other,187417,16778
542,GCF_024509145.1,Vidua_macroura,vertebrate_other,187451,16296
543,GCF_027474105.1,Poeciliopsis_prolifica,vertebrate_other,188132,23101
544,GCF_000691785.1,Leptosomus_discolor,vertebrate_other,188344,15196
545,GCF_000687185.1,Egretta_garzetta,vertebrate_other,188379,14296
546,GCF_029207755.1,Chamaea_fasciata,vertebrate_other,190680,16821
547,GCF_036172605.1,Pelobates_fuscus,vertebrate_other,191477,20977
548,GCF_003259725.1,Athene_cunicularia,vertebrate_other,194338,13841
549,GCF_901001135.1,Rhinatrema_bivittatum,vertebrate_other,194408,21554
550,GCF_022539355.2,Hippoglossus_stenolepis,vertebrate_other,195615,21933
551,GCF_001431845.1,Calidris_pugnax,vertebrate_other,198806,16523
552,GCF_026419915.1,Harpia_harpyja,vertebrate_other,202280,16803
553,GCF_900324485.2,Mastacembelus_armatus,vertebrate_other,205130,22267
554,GCF_021018805.1,Prinia_subflava,vertebrate_other,208062,16306
555,GCF_021462225.1,Girardinichthys_multiradiatus,vertebrate_other,208333,23723
556,GCF_900634625.1,Parambassis_ranga,vertebrate_other,210632,23248
557,GCF_026170545.1,Melanerpes_formicivorus,vertebrate_other,211600,15506
558,GCF_035084215.1,Heptranchias_perlo,vertebrate_other,212740,21852
559,GCF_000972845.2,Larimichthys_crocea,vertebrate_other,215358,23367
560,GCF_043641665.1,Enoplosus_armatus,vertebrate_other,215367,21720
561,GCF_033026475.1,Channa_argus,vertebrate_other,215402,23346
562,GCF_963082965.1,Carassius_carassius,vertebrate_other,217509,41837
563,GCF_009819795.1,Aythya_fuligula,vertebrate_other,219594,15578
564,GCF_017590135.1,Pyrgilauda_ruficollis,vertebrate_other,221976,16034
565,GCF_900496995.4,Aquila_chrysaetos_chrysaetos,vertebrate_other,223781,16702
566,GCF_027596085.1,Anoplopoma_fimbria,vertebrate_other,229290,22517
567,GCF_027358695.1,Spea_bombifrons,vertebrate_other,233779,19086
568,GCF_000699245.1,Pterocles_gutturalis,vertebrate_other,240206,14859
569,GCF_018320785.1,Cheilinus_undulatus,vertebrate_other,241271,23316
570,GCF_022749685.1,Semicossyphus_pulcher,vertebrate_other,241346,22635
571,GCF_040054535.1,Antennarius_striatus,vertebrate_other,241820,21475
572,GCF_000523025.1,Cynoglossus_semilaevis,vertebrate_other,244447,21397
573,GCF_028769735.1,Zonotrichia_leucophrys_gambelii,vertebrate_other,257770,16563
574,GCF_021869965.1,Rhincodon_typus,vertebrate_other,259920,20753
575,GCF_016161935.1,Mauremys_reevesii,vertebrate_other,260615,22618
576,GCF_902459505.1,Geotrypetes_seraphini,vertebrate_other,260995,19223
577,GCF_030035675.1,Rhineura_floridana,vertebrate_other,261503,20552
578,GCF_027744825.2,Synchiropus_splendidus,vertebrate_other,270530,21404
579,GCF_023349555.1,Cebidichthys_violaceus,vertebrate_other,271503,21905
580,GCF_017589495.1,Alosa_alosa,vertebrate_other,278164,23478
581,GCF_000700745.2,Antrostomus_carolinensis,vertebrate_other,279965,15273
582,GCF_008315115.2,Sander_lucioperca,vertebrate_other,283035,24727
583,GCF_025201925.1,Gopherus_flavomarginatus,vertebrate_other,286002,20882
584,GCF_011397635.1,Epinephelus_fuscoguttatus,vertebrate_other,293821,23879
585,GCF_009829145.1,Chiroxiphia_lanceolata,vertebrate_other,296741,15873
586,GCF_900700375.1,Denticeps_clupeoides,vertebrate_other,299321,23474
587,GCF_019802595.1,Syngnathoides_biaculeatus,vertebrate_other,300417,19565
588,GCF_000239375.1,Pundamilia_nyererei,vertebrate_other,303518,22890
589,GCF_023055335.1,Clinocottus_analis,vertebrate_other,304258,21958
590,GCF_001515625.1,Sinocyclocheilus_rhinocerous,vertebrate_other,307959,44364
591,GCF_003343035.1,Apteryx_rowi,vertebrate_other,308060,15883
592,GCF_033783945.1,Neopsephotus_bourkii,vertebrate_other,309878,16133
593,GCF_005281545.1,Epinephelus_lanceolatus,vertebrate_other,310571,24178
594,GCF_027358585.1,Pangasianodon_hypophthalmus,vertebrate_other,310915,23205
595,GCF_001604755.1,Lepidothrix_coronata,vertebrate_other,321398,15382
596,GCF_029499605.1,Hyla_sarda,vertebrate_other,327740,22847
597,GCF_001715985.3,Manacus_vitellinus,vertebrate_other,328815,14489
598,GCF_019097595.1,Hemibagrus_wyckioides,vertebrate_other,337641,23273
599,GCF_023638135.1,Falco_biarmicus,vertebrate_other,345155,15891
600,GCF_023634085.1,Falco_cherrug,vertebrate_other,345164,16251
601,GCF_017590055.1,Onychostruthus_taczanowskii,vertebrate_other,356909,15777
602,GCF_012432095.1,Onychostoma_macrolepis,vertebrate_other,369639,26202
603,GCF_037038585.1,Patagioenas_fasciata,vertebrate_other,372321,17516
604,GCF_902148855.1,Sphaeramia_orbicularis,vertebrate_other,375764,24116
605,GCF_010909765.2,Amblyraja_radiata,vertebrate_other,386614,18474
606,GCF_902500255.1,Thalassophryne_amazonica,vertebrate_other,390379,22351
607,GCF_034315485.1,Pezoporus_occidentalis,vertebrate_other,407982,15902
608,GCF_009829125.3,Periophthalmus_magnuspinnatus,vertebrate_other,409849,21848
609,GCF_040956055.1,Brachionichthys_hirsutus,vertebrate_other,412623,20635
610,GCF_025592945.1,Manacus_candei,vertebrate_other,415023,16994
611,GCF_003945725.1,Corapipo_altera,vertebrate_other,415028,16380
612,GCF_036250125.1,Pseudopipra_pipra,vertebrate_other,415032,17114
613,GCF_013103735.1,Etheostoma_cragini,vertebrate_other,417921,21827
614,GCF_004355925.1,Anarrhichthys_ocellatus,vertebrate_other,433405,23087
615,GCF_003711565.1,Takifugu_flavidus,vertebrate_other,433684,21500
616,GCF_900634775.1,Gouania_willdenowi,vertebrate_other,441366,22983
617,GCF_027579695.1,Neoarius_graeffei,vertebrate_other,443677,24873
618,GCF_046630095.1,Trachinotus_anak,vertebrate_other,443729,23234
619,GCF_014905685.2,Nematolebias_whitei,vertebrate_other,451745,21341
620,GCF_029931775.1,Euleptes_europaea,vertebrate_other,460621,18633
621,GCF_036169615.1,Heliangelus_exortis,vertebrate_other,472823,15365
622,GCF_022539395.1,Myiozetetes_cayanensis,vertebrate_other,478635,16335
623,GCF_016920845.1,Gasterosteus_aculeatus_aculeatus,vertebrate_other,481459,22598
624,GCF_028583425.1,Eublepharis_macularius,vertebrate_other,481883,20469
625,GCF_015220805.1,Pogoniulus_pusillus,vertebrate_other,488313,15465
626,GCF_045791955.1,Oncorhynchus_clarkii_lewisi,vertebrate_other,490388,41663
627,GCF_028390025.1,Pseudophryne_corroboree,vertebrate_other,495146,24591
628,GCF_028640845.1,Ahaetulla_prasina,vertebrate_other,499056,18292
629,GCF_963584025.1,Labrus_mixtus,vertebrate_other,508554,22740
630,GCF_902150065.1,Myripristis_murdjan,vertebrate_other,586833,23439
631,GCF_003945595.2,Pipra_filicauda,vertebrate_other,649802,16310
632,GCF_037157495.1,Lathamus_discolor,vertebrate_other,678569,16234
633,GCF_009764475.1,Pristis_pectinata,vertebrate_other,685728,17434
634,GCF_024500275.1,Phycodurus_eques,vertebrate_other,693459,19538
635,GCF_963921235.1,Mobula_hypostoma,vertebrate_other,723540,18916
636,GCF_040937935.1,Hyperolius_riggenbachi,vertebrate_other,752182,24147
637,GCF_027244095.1,Hemicordylus_capensis,vertebrate_other,884348,21239
638,GCF_033815535.1,Pezoporus_flaviventris,vertebrate_other,889875,16691
639,GCF_000738735.6,Corvus_cornix_cornix,vertebrate_other,932674,14435
640,GCF_021028975.2,Sphaerodactylus_townsendi,vertebrate_other,933632,18976
641,GCF_024489055.1,Chanodichthys_erythropterus,vertebrate_other,933992,26703
642,GCF_017976425.1,Toxotes_jaculatrix,vertebrate_other,941984,22290
643,GCF_024868665.1,Triplophysa_rosa,vertebrate_other,992332,24185
644,GCF_027791375.1,Indicator_indicator,vertebrate_other,1002788,14393
645,GCF_026213295.1,Gadus_chalcogrammus,vertebrate_other,1042646,23523
646,GCF_015832195.1,Motacilla_alba_alba,vertebrate_other,1094192,15594
647,GCF_026122565.2,Emydura_macquarii_macquarii,vertebrate_other,1129001,20160
648,GCF_903798145.1,Danio_aesculapii,vertebrate_other,1142201,24964
649,GCF_963924245.1,Chroicocephalus_ridibundus,vertebrate_other,1192867,16778
650,GCF_009650955.1,Corvus_moneduloides,vertebrate_other,1196302,16167
651,GCF_009762535.1,Notolabrus_celidotus,vertebrate_other,1203425,22740
652,GCF_022655615.1,Tachysurus_fulvidraco,vertebrate_other,1234273,23998
653,GCF_017639745.1,Melanotaenia_boesemani,vertebrate_other,1250792,24098
654,GCF_036971445.1,Narcine_bancroftii,vertebrate_other,1343680,18559
655,GCF_901765095.1,Microcaecilia_unicolor,vertebrate_other,1415580,20868
656,GCF_015846415.1,Triplophysa_dalaica,vertebrate_other,1582913,24283
657,GCF_018831695.1,Puntigrus_tetrazona,vertebrate_other,1606681,25865
658,GCF_001515605.1,Sinocyclocheilus_anshuiensis,vertebrate_other,1608454,42658
659,GCF_007399415.2,Gopherus_evgoodei,vertebrate_other,1825980,20174
660,GCF_002814215.2,Seriola_lalandi_dorsalis,vertebrate_other,1841481,25573
661,GCF_035770615.1,Melospiza_melodia_melodia,vertebrate_other,1914991,17176
662,GCF_029220125.1,Pseudoliparis_swirei,vertebrate_other,2059687,21161
663,GCF_030014385.1,Trichomycterus_rosablanca,vertebrate_other,2290929,22952
664,GCF_004027225.2,Strigops_habroptila,vertebrate_other,2489341,16053
665,GCF_029633865.1,Lampris_incognitus,vertebrate_other,2546036,20934
666,GCF_002925995.2,Terrapene_triunguis,vertebrate_other,2587831,22254
667,GCF_002910315.2,Salvelinus_sp._IW2-2015,vertebrate_other,2691554,36435
668,GCF_036417845.1,Apteryx_mantelli,vertebrate_other,2696672,17430
669,GCF_027579445.1,Ammospiza_nelsoni,vertebrate_other,2857394,15799
670,GCF_027887145.1,Ammospiza_caudacuta,vertebrate_other,2857398,16439
671,GCF_021018895.1,Seriola_aureovittata,vertebrate_other,2871759,22542
672,GCF_029582105.1,Oenanthe_melanoleuca,vertebrate_other,2939378,16429
673,GCF_027887155.1,Malaclemys_terrapin_pileata,vertebrate_other,2991368,20938
674,GCF_029890125.1,Rhinichthys_klamathensis_goyatoka,vertebrate_other,3034132,23703
675,GCF_030684315.1,Stegostoma_tigrinum,vertebrate_other,3053191,19223
676,GCF_042242105.1,Pempheris_klunzingeri,vertebrate_other,3127111,21964
677,GCF_047495875.1,Pithys_albifrons_albifrons,vertebrate_other,3385563,15076
678,GCF_963675165.1,Halichondria_panicea,invertebrate,6063,17301
679,GCF_037890685.1,Hydra_vulgaris,invertebrate,6087,21920
680,GCF_038396675.1,Hydra_vulgaris,invertebrate,6087,22837
681,GCF_009602425.1,Actinia_tenebrosa,invertebrate,6105,19980
682,GCF_000237925.1,Schistosoma_mansoni,invertebrate,6183,10711
683,GCF_000699445.3,Schistosoma_haematobium,invertebrate,6185,9428
684,GCF_000715545.1,Opisthorchis_viverrini,invertebrate,6198,16356
685,GCF_000524195.1,Echinococcus_granulosus,invertebrate,6210,11319
686,GCF_000004555.2,Caenorhabditis_briggsae,invertebrate,6238,21922
687,GCF_000002985.6,Caenorhabditis_elegans,invertebrate,6239,19984
688,GCF_000002995.4,Brugia_malayi,invertebrate,6279,10905
689,GCF_000181795.1,Trichinella_spiralis,invertebrate,6334,16380
690,GCF_000326865.2,Helobdella_robusta,invertebrate,6412,23368
691,GCF_023055435.1,Haliotis_rufescens,invertebrate,6454,31171
692,GCF_022045235.1,Haliotis_cracherodii,invertebrate,6455,29565
693,GCF_932274485.2,Patella_vulgata,invertebrate,6465,16057
694,GCF_000002075.1,Aplysia_californica,invertebrate,6500,19425
695,GCF_947242115.1,Biomphalaria_glabrata,invertebrate,6526,22006
696,GCF_021869535.1,Mytilus_californianus,invertebrate,6549,26243
697,GCF_963676685.1,Mytilus_edulis,invertebrate,6550,35875
698,GCF_036588685.1,Mytilus_trossulus,invertebrate,6551,34235
699,GCF_002022765.2,Crassostrea_virginica,invertebrate,6565,34608
700,GCF_002113885.1,Mizuhopecten_yessoensis,invertebrate,6573,24532
701,GCF_902652985.1,Pecten_maximus,invertebrate,6579,26152
702,GCF_021730395.1,Mercenaria_mercenaria,invertebrate,6596,38330
703,GCF_026914265.1,Mya_arenaria,invertebrate,6604,36031
704,GCF_032884065.1,Artemia_franciscana,invertebrate,6661,15504
705,GCF_021134715.1,Daphnia_pulex,invertebrate,6669,15295
706,GCF_015228065.2,Penaeus_monodon,invertebrate,6687,24011
707,GCF_042767895.1,Penaeus_vannamei,invertebrate,6689,24066
708,GCF_018991925.1,Homarus_americanus,invertebrate,6706,22368
709,GCF_040958095.1,Procambarus_clarkii,invertebrate,6728,37059
710,GCF_007210705.1,Tigriopus_californicus,invertebrate,6832,15351
711,GCF_000517525.1,Limulus_polyphemus,invertebrate,6850,22879
712,GCF_013339725.1,Rhipicephalus_microplus,invertebrate,6941,18598
713,GCF_016920785.2,Ixodes_scapularis,invertebrate,6945,26659
714,GCF_020809275.1,Dermatophagoides_farinae,invertebrate,6954,10172
715,GCF_001901225.1,Dermatophagoides_pteronyssinus,invertebrate,6956,11184
716,GCF_040183065.1,Periplaneta_americana,invertebrate,6978,16750
717,GCF_021461395.2,Schistocerca_americana,invertebrate,7009,17662
718,GCF_023897955.1,Schistocerca_gregaria,invertebrate,7010,19799
719,GCF_023898315.1,Schistocerca_nitens,invertebrate,7011,17500
720,GCF_005508785.2,Acyrthosiphon_pisum,invertebrate,7029,17687
721,GCF_002938485.1,Sitophilus_oryzae,invertebrate,7048,15057
722,GCF_008802855.1,Photinus_pyralis,invertebrate,7054,20647
723,GCF_963966145.1,Tenebrio_molitor,invertebrate,7067,14259
724,GCF_031307605.1,Tribolium_castaneum,invertebrate,7070,12172
